K2 MAC Lookup,K2 Host Name,K2 IP Address,Labstats Host Name VS K2 MAC,Labstats IP Address VS K2 MAC,IP MissMatch,Name Match,Column1,Column2,Column3
68:5B:35:A6:E0:7A,ITS8222WK-W7,172.22.90.232,ITS8222WK-W7,172.22.90.232,Match,Match,10:dd:b1:b1:69:be,#VALUE!,#VALUE!
68:5B:35:A6:E7:32,ITS8223WK-W7,172.22.90.233,#N/A,#N/A,#N/A,#N/A,10:dd:b1:b1:7a:7d,#VALUE!,#VALUE!
68:5B:35:A6:E8:57,ITS8224WK-W7,172.22.90.234,#N/A,#N/A,#N/A,#N/A,10:dd:b1:b1:76:d2,#VALUE!,#VALUE!
68:5B:35:A7:08:D6,ITS8225WK-W7,172.22.90.235,ITS8225WK-W7,172.22.90.235,Match,Match,10:dd:b1:ae:23:d2,#VALUE!,#VALUE!
68:5B:35:A6:E1:CF,ITS8226WK-W7,172.22.90.236,ITS8226WK-W7,172.22.90.236,Match,Match,10:dd:b1:b9:ad:71,#VALUE!,#VALUE!
C4:2C:03:0B:59:2B,STSADMIN-PC,172.22.90.86,#N/A,#N/A,#N/A,#N/A,10:dd:b1:ae:0a:12,#VALUE!,#VALUE!
00:3E:E1:CB:5B:28,DS-Glass,172.22.91.100,ds-glass.local,172.22.91.100,Match,No Match,0c:4d:e9:9c:69:59,#VALUE!,#VALUE!
A8:60:B6:18:B0:E0,DS-Video-01,172.22.91.101,ds-video-01.local,172.22.91.101,Match,No Match,10:dd:b1:b9:bc:3d,#VALUE!,#VALUE!
A8:60:B6:18:B0:D8,DS-Video-02,172.22.91.102,ds-video-02.local,172.22.91.102,Match,No Match,10:dd:b1:ae:09:f2,#VALUE!,#VALUE!
A8:60:B6:18:B0:9E,DS-Video-03,172.22.91.103,ds-video-03.local,172.22.91.103,Match,No Match,10:dd:b1:ae:12:9f,#VALUE!,#VALUE!
A8:60:B6:18:B4:D4,DS-Video-04,172.22.91.104,ds-video-04.local,172.22.91.104,Match,No Match,10:dd:b1:ae:11:c6,#VALUE!,#VALUE!
A8:60:B6:18:B4:D6,DS-Video-05,172.22.91.105,ds-video-05.local,172.22.91.105,Match,No Match,10:dd:b1:b9:b2:fc,#VALUE!,#VALUE!
A8:60:B6:18:B4:E5,DS-Video-06,172.22.91.106,ds-video-06.local,172.22.91.106,Match,No Match,10:dd:b1:ae:07:0b,#VALUE!,#VALUE!
A8:60:B6:18:B1:2F,DS-Video-07,172.22.91.107,ds-video-07.local,172.22.91.107,Match,No Match,10:dd:b1:ad:46:3c,#VALUE!,#VALUE!
0C:4D:E9:A8:4E:8A,DS-Audio-01,172.22.91.108,#N/A,#N/A,#N/A,#N/A,10:dd:b1:b1:57:2d,#VALUE!,#VALUE!
A8:60:B6:18:B0:9D,DS-Audio-01,172.22.91.108,ds-audio-01.fts.its.nyu.edu,172.22.91.108,Match,No Match,10:dd:b1:ae:0f:fb,#VALUE!,#VALUE!
A8:60:B6:18:B4:FF,DS-Scan-01,172.22.91.109,ds-scan-01.local,172.22.91.109,Match,No Match,10:dd:b1:ae:0a:d9,#VALUE!,#VALUE!
A8:60:B6:18:B0:B7,DS-Scan-02,172.22.91.110,ds-scan-02.local,172.22.91.110,Match,No Match,0c:4d:e9:9c:70:ac-38:c9:86:42:18:5b,0c:4d:e9:9c:70:ac,#VALUE!
38:C9:86:0C:E1:FE,DS-General-01,172.22.91.113,ds-general-01.local,172.22.91.113,Match,No Match,10:dd:b1:ae:15:c5,#VALUE!,#VALUE!
38:C9:86:0C:E1:00,DS-General-02,172.22.91.114,ds-general-02.local,172.22.91.114,Match,No Match,10:dd:b1:ba:22:69,#VALUE!,#VALUE!
38:C9:86:0C:E0:85,DS-Feeder-01,172.22.91.115,ds-feeder-01.local,172.22.91.115,Match,No Match,10:dd:b1:ba:26:68,#VALUE!,#VALUE!
38:C9:86:0C:E4:C1,DS-Feeder-02,172.22.91.116,ds-feeder-02.local,172.22.91.116,Match,No Match,0c:4d:e9:9c:36:bb,#VALUE!,#VALUE!
0C:4D:E9:A1:08:DA,DS-IsoBooth,172.22.91.117,#N/A,#N/A,#N/A,#N/A,10:dd:b1:ae:27:e8,#VALUE!,#VALUE!
A8:60:B6:18:B2:F7,DS-IsoBooth,172.22.91.117,ds-isobooth.local,172.22.91.117,Match,No Match,10:dd:b1:ae:2a:c2,#VALUE!,#VALUE!
00:3E:E1:C5:4A:8F,DS-Collaborative,172.22.91.118,ds-collaborative.local,172.22.91.118,Match,No Match,10:dd:b1:ae:28:c5,#VALUE!,#VALUE!
38:C9:86:11:94:55,ITS8230WK-W7,172.22.91.130,#N/A,#N/A,#N/A,#N/A,10:dd:b1:ae:27:35,#VALUE!,#VALUE!
0C:4D:E9:D1:2E:F3,ITS8231WK-W7,172.22.91.131,#N/A,#N/A,#N/A,#N/A,0c:4d:e9:9c:36:90,#VALUE!,#VALUE!
00:3E:E1:B9:C3:16,ITS8232WK-W7,172.22.91.132,its8632wk-mx.local,172.22.91.132,Match,No Match,10:dd:b1:ae:0e:0b,#VALUE!,#VALUE!
0C:4D:E9:D1:1E:AA,ITS8233WK-W7,172.22.91.133,#N/A,#N/A,#N/A,#N/A,10:dd:b1:ae:1b:06,#VALUE!,#VALUE!
AC:87:A3:00:0E:A4,ITS8234WK-W7,172.22.91.134,ITS8234WK-W7,172.22.91.134,Match,Match,68:5b:35:7f:55:33,#VALUE!,#VALUE!
0C:4D:E9:D0:EB:8B,ITS8235WK-W7,172.22.91.135,#N/A,#N/A,#N/A,#N/A,10:dd:b1:b1:57:fe,#VALUE!,#VALUE!
00:3E:E1:B9:B5:4D,ITS8236WK-W7,172.22.91.136,#N/A,#N/A,#N/A,#N/A,10:dd:b1:ae:11:9a,#VALUE!,#VALUE!
0C:4D:E9:D1:2D:91,ITS8237WK-W7,172.22.91.137,its8637wk-mx.local,172.22.91.137,Match,No Match,10:dd:b1:b9:ae:ee,#VALUE!,#VALUE!
0C:4D:E9:D1:1D:6B,its8638wk-mx,172.22.91.138,its8638wk-mx.local,172.22.91.138,Match,No Match,B8:CA:3A:84:AB:4D,#VALUE!,#VALUE!
0C:4D:E9:D1:24:F9,ITS8239WK-W7,172.22.91.139,#N/A,#N/A,#N/A,#N/A,B8:CA:3A:84:A4:02,#VALUE!,#VALUE!
0C:4D:E9:D1:29:EE,its8640wk-mx,172.22.91.140,#N/A,#N/A,#N/A,#N/A,10:dd:b1:ae:2b:f1,#VALUE!,#VALUE!
00:3E:E1:B9:B8:DF,ITS8241WK-W7,172.22.91.141,ITS8241WK-W7,172.22.91.141,Match,Match,18:66:DA:25:EB:3C,#VALUE!,#VALUE!
0C:4D:E9:D1:1F:08,its8642wk-mx,172.22.91.142,#N/A,#N/A,#N/A,#N/A,B8:CA:3A:84:AC:8F,#VALUE!,#VALUE!
00:3E:E1:CB:5D:32,DS-Slide-01,172.22.91.175,ds-slidescanner-01.fts.its.nyu.edu,172.22.91.175,Match,No Match,B8:CA:3A:84:A7:02,#VALUE!,#VALUE!
00:3E:E1:CB:4B:15,DS-Slide-02,172.22.91.176,ds-slidescanner-02.fts.its.nyu.edu,172.22.91.176,Match,No Match,18:66:DA:25:EC:72,#VALUE!,#VALUE!
68:5B:35:B3:EB:DC,NYU-London-Byron-iMac-02,172.26.244.113,nyu-london-byron-imac-02.local,172.26.245.59,No Match,No Match,18:66:DA:25:EA:EF,#VALUE!,#VALUE!
AC:87:A3:18:C7:FA,NYU-London-GRI-iMac-03,172.26.245.19,#N/A,#N/A,#N/A,#N/A,00:FF:68:BE:C7:B5-68:5B:35:A6:E1:4A,00:FF:68:BE:C7:B5,#VALUE!
AC:87:A3:17:8F:DA,NYU-London-GRI-iMac-13,172.26.246.168,#N/A,#N/A,#N/A,#N/A,00:FF:AD:9B:2D:7E-0C:4D:E9:BA:CE:24,00:FF:AD:9B:2D:7E,#VALUE!
AC:87:A3:17:76:21,NYU-London-LG07-iMac-15,172.26.247.122,nyu-london-lg07-imac-15.local,172.26.246.237,No Match,No Match,68:5B:35:A6:E0:12,#VALUE!,#VALUE!
68:5B:35:D3:00:E2,NYU-Florence-Ulivi-iMac-02,172.26.250.124,nyu-florence-ulivi-imac-02.local,172.26.250.124,Match,No Match,68:5B:35:A4:A9:CC,#VALUE!,#VALUE!
68:5B:35:92:51:53,NYU-Florence-GRI-iMac-06,172.26.250.229,#N/A,#N/A,#N/A,#N/A,68:5B:35:A6:E1:30,#VALUE!,#VALUE!
68:5B:35:8D:A4:8D,NYU-Florence-GRI-iMac-05,172.26.250.232,#N/A,#N/A,#N/A,#N/A,08:00:27:00:48:73-68:5B:35:A7:03:58,08:00:27:00:48:73,#VALUE!
68:5B:35:D5:58:AF,NYU-Florence-Ulivi-iMac-03,172.26.251.110,#N/A,#N/A,#N/A,#N/A,68:5B:35:A7:01:DE,#VALUE!,#VALUE!
68:5B:35:91:C9:AB,NYU-Florence-GRI-iMac-04,172.26.251.162,#N/A,#N/A,#N/A,#N/A,68:5B:35:A6:E6:B8,#VALUE!,#VALUE!
68:5B:35:97:B7:13,NYU-Florence-GRI-iMac-07,172.26.251.39,#N/A,#N/A,#N/A,#N/A,68:5B:35:A0:F7:91-96:E9:6A:C2:B7:CB-C8:E0:EB:49:3C:97,68:5B:35:A0:F7:91,96:E9:6A:C2:B7:CB
90:B1:1C:A1:D7:E6,ITS8391WK-W7,192.168.116.135,#N/A,#N/A,#N/A,#N/A,68:5B:35:A6:E0:1E,#VALUE!,#VALUE!
90:B1:1C:A3:D9:08,ITS8385WK-W7,192.168.116.136,#N/A,#N/A,#N/A,#N/A,68:5B:35:A6:E8:1A,#VALUE!,#VALUE!
B8:CA:3A:74:6D:FF,ITS8387WK-W7,192.168.116.137,#N/A,#N/A,#N/A,#N/A,68:5B:35:A7:04:05-7A:D7:5F:0A:EA:F2,68:5B:35:A7:04:05,#VALUE!
90:B1:1C:A1:D4:AE,ITS8388WK-W7,192.168.116.138,#N/A,#N/A,#N/A,#N/A,68:5B:35:A6:E7:1B-D2:25:98:57:41:B7,68:5B:35:A6:E7:1B,#VALUE!
90:B1:1C:A3:D5:2A,ITS8384WK-W7,192.168.116.139,#N/A,#N/A,#N/A,#N/A,68:5B:35:9E:A5:C7-B2:34:95:69:9B:D6,68:5B:35:9E:A5:C7,#VALUE!
B8:CA:3A:74:5B:DD,ITS8386WK-W7,192.168.116.140,#N/A,#N/A,#N/A,#N/A,68:5B:35:9E:B0:41,#VALUE!,#VALUE!
38:C9:86:3F:89:85,ITS8201WK-MX,192.168.116.141,its8201wk-mx.local,192.168.116.141,Match,No Match,68:5B:35:A6:5C:8A,#VALUE!,#VALUE!
38:C9:86:3F:86:6B,ITS8202WK-MX,192.168.116.142,its8202wk-mx.local,192.168.116.142,Match,No Match,68:5B:35:A6:E1:DC,#VALUE!,#VALUE!
38:C9:86:42:17:3F,ITS8203WK-MX,192.168.116.143,its8203wk-mx.local,192.168.116.143,Match,No Match,68:5B:35:A6:E1:B1,#VALUE!,#VALUE!
38:C9:86:42:17:BB,ITS8204WK-MX,192.168.116.144,its8204wk-mx.local,192.168.116.144,Match,No Match,68:5B:35:A6:C8:4F-72:14:A6:9E:C7:05-D2:33:11:B0:7C:E8,68:5B:35:A6:C8:4F,72:14:A6:9E:C7:05
38:C9:86:3F:88:B2,ITS8205WK-MX,192.168.116.145,its8205wk-mx.local,192.168.116.145,Match,No Match,68:5B:35:A6:E8:5C,#VALUE!,#VALUE!
38:C9:86:3F:88:A5,ITS8206WK-MX,192.168.116.146,its8206wk-mx.local,192.168.116.146,Match,No Match,68:5B:35:A6:F8:E4,#VALUE!,#VALUE!
38:C9:86:3F:89:06,ITS8207WK-MX,192.168.116.147,lga-bsmt-imac-07.sts.its.nyu.edu,192.168.116.147,Match,No Match,68:5B:35:A6:E0:7A,#VALUE!,#VALUE!
38:C9:86:3F:88:F1,ITS8208WK-MX,192.168.116.148,its8208wk-mx.local,192.168.116.148,Match,No Match,56:4E:90:0C:88:66-68:5B:35:A6:E7:32-CA:85:50:74:BF:1E,56:4E:90:0C:88:66,68:5B:35:A6:E7:32
38:C9:86:3F:89:08,ITS8209WK-MX,192.168.116.149,its8209wk-mx.local,192.168.116.149,Match,No Match,00:05:9A:3C:7A:00-68:5B:35:A6:E8:57,00:05:9A:3C:7A:00,#VALUE!
38:C9:86:42:18:34,ITS8210WK-MX,192.168.116.150,its8210wk-mx.local,192.168.116.150,Match,No Match,68:5B:35:A7:08:D6,#VALUE!,#VALUE!
38:C9:86:3F:86:46,ITS8211WK-MX,192.168.116.151,its8211wk-mx.local,192.168.116.151,Match,No Match,68:5B:35:A6:E1:CF,#VALUE!,#VALUE!
B8:CA:3A:74:70:24,ITS8393WK-W7,192.168.116.152,#N/A,#N/A,#N/A,#N/A,00:3e:e1:cb:5b:28,#VALUE!,#VALUE!
90:B1:1C:A1:D5:46,ITS8389WK-W7,192.168.116.153,#N/A,#N/A,#N/A,#N/A,a8:60:b6:18:b0:e0,#VALUE!,#VALUE!
90:B1:1C:A3:D8:54,ITS8373WK-W7,192.168.116.154,#N/A,#N/A,#N/A,#N/A,a8:60:b6:18:b0:d8,#VALUE!,#VALUE!
90:B1:1C:A3:D7:38,ITS8374WK-W7,192.168.116.155,#N/A,#N/A,#N/A,#N/A,a8:60:b6:18:b0:9e,#VALUE!,#VALUE!
38:C9:86:3D:2B:39,ITS8212WK-MX,192.168.116.157,its8212wk-mx.local,192.168.116.157,Match,No Match,a8:60:b6:18:b4:d4,#VALUE!,#VALUE!
38:C9:86:3D:2C:C7,ITS8213WK-MX,192.168.116.158,its8213wk-mx.local,192.168.116.158,Match,No Match,a8:60:b6:18:b4:d6,#VALUE!,#VALUE!
B8:CA:3A:74:53:AC,ITS8381WK-W7,192.168.116.160,#N/A,#N/A,#N/A,#N/A,a8:60:b6:18:b4:e5,#VALUE!,#VALUE!
B8:CA:3A:74:6F:CD,ITS8370WK-W7,192.168.116.161,#N/A,#N/A,#N/A,#N/A,a8:60:b6:18:b1:2f,#VALUE!,#VALUE!
90:B1:1C:A3:CE:B0,ITS8390WK-W7,192.168.116.162,#N/A,#N/A,#N/A,#N/A,a8:60:b6:18:b0:9d,#VALUE!,#VALUE!
B8:CA:3A:74:75:DC,ITS8368WK-W7,192.168.116.163,#N/A,#N/A,#N/A,#N/A,a8:60:b6:18:b4:ff,#VALUE!,#VALUE!
90:B1:1C:A3:DB:38,ITS8372WK-W7,192.168.116.164,#N/A,#N/A,#N/A,#N/A,a8:60:b6:18:b0:b7,#VALUE!,#VALUE!
B8:CA:3A:74:54:0F,ITS8371WK-W7,192.168.116.165,#N/A,#N/A,#N/A,#N/A,3c:07:54:7c:85:a3,#VALUE!,#VALUE!
00:0C:29:3B:A8:3E,W10-LGACLRM-SUM,192.168.116.170,#N/A,#N/A,#N/A,#N/A,3c:07:54:7c:97:74,#VALUE!,#VALUE!
00:0C:29:C3:BD:34,W10-LGACLRM-SUM,192.168.116.170,w10-lgaclrm-sum16,192.168.2.128,No Match,No Match,38:c9:86:0c:e1:fe,#VALUE!,#VALUE!
00:3E:E1:C5:30:7C,ITS8256WK-MX,192.168.116.170,its8256wk-mx.local,192.168.116.170,Match,No Match,38:c9:86:0c:e1:00,#VALUE!,#VALUE!
00:0C:29:36:5F:F0,W10-LGACLRM-SPR,192.168.116.171,w10-lgaclrm-spr17,172.16.183.128,No Match,No Match,38:c9:86:0c:e0:85,#VALUE!,#VALUE!
38:C9:86:41:DD:C9,ITS8231WK-MX,192.168.116.171,lga-clrm-imac-01.sts.its.nyu.edu,192.168.116.171,Match,No Match,38:c9:86:0c:e4:c1,#VALUE!,#VALUE!
38:C9:86:3F:85:B7,ITS8232WK-MX,192.168.116.172,its8232wk-mx.local,192.168.116.172,Match,No Match,a8:60:b6:18:b2:f7,#VALUE!,#VALUE!
38:C9:86:42:17:89,W10-LGACLRM-SPR,192.168.116.173,its8233wk-mx.local,192.168.116.173,Match,No Match,00:3e:e1:c5:4a:8f,#VALUE!,#VALUE!
38:C9:86:3F:85:B4,ITS8234WK-MX,192.168.116.174,its8234wk-mx.local,192.168.116.174,Match,No Match,04:69:F8:DC:A6:47-38:C9:86:11:94:55,04:69:F8:DC:A6:47,#VALUE!
38:C9:86:3F:85:38,ITS8235WK-MX,192.168.116.175,its8235wk-mx.local,192.168.116.175,Match,No Match,0c:4d:e9:d1:2e:f3-88:63:DF:B6:C7:65,0c:4d:e9:d1:2e:f3,#VALUE!
38:C9:86:42:1A:5E,ITS8236WK-MX,192.168.116.176,its8236wk-mx.local,192.168.116.176,Match,No Match,00:3e:e1:b9:c3:16,#VALUE!,#VALUE!
38:C9:86:41:DD:DB,ITS8237WK-MX,192.168.116.177,ITS8237WK-MX,192.168.116.177,Match,Match,0c:4d:e9:d1:1e:aa-88:63:DF:B6:B9:A5,0c:4d:e9:d1:1e:aa,#VALUE!
38:C9:86:3F:85:F1,ITS8239WK-MX,192.168.116.179,its8239wk-mx.local,192.168.116.179,Match,No Match,AC:87:A3:00:0E:A4,#VALUE!,#VALUE!
38:C9:86:3F:88:92,ITS8240WK-MX,192.168.116.180,its8240wk-mx.local,192.168.116.180,Match,No Match,0c:4d:e9:d0:eb:8b-88:63:DF:B9:53:B9,0c:4d:e9:d0:eb:8b,#VALUE!
38:C9:86:3F:85:43,ITS8241WK-MX,192.168.116.181,its8241wk-mx.local,192.168.116.181,Match,No Match,00:3e:e1:b9:b5:4d-88:63:DF:B6:DB:B3,00:3e:e1:b9:b5:4d,#VALUE!
38:C9:86:42:1A:86,ITS8242WK-MX,192.168.116.182,ITS8242WK-MX,192.168.116.182,Match,Match,0c:4d:e9:d1:2d:91,#VALUE!,#VALUE!
38:C9:86:3F:85:7A,ITS8243WK-MX,192.168.116.183,its8243wk-mx.local,192.168.116.183,Match,No Match,0c:4d:e9:d1:1d:6b,#VALUE!,#VALUE!
38:C9:86:3F:85:34,ITS8244WK-MX,192.168.116.184,its8244wk-mx.local,192.168.116.184,Match,No Match,0c:4d:e9:d1:24:f9-88:63:DF:B8:AB:0F,0c:4d:e9:d1:24:f9,#VALUE!
38:C9:86:3F:85:80,ITS8245WK-MX,192.168.116.185,lga-clrm-imac-15.sts.its.nyu.edu,192.168.116.185,Match,No Match,0c:4d:e9:d1:29:ee-88:63:DF:B9:53:D1,0c:4d:e9:d1:29:ee,#VALUE!
38:C9:86:3C:A8:23,ITS8246WK-MX,192.168.116.186,its8246wk-mx.local,192.168.116.186,Match,No Match,00:3e:e1:b9:b8:df,#VALUE!,#VALUE!
38:C9:86:3F:89:21,ITS8247WK-MX,192.168.116.187,its8247wk-mx.local,192.168.116.187,Match,No Match,0c:4d:e9:d1:1f:08-88:63:DF:B7:A1:3B,0c:4d:e9:d1:1f:08,#VALUE!
38:C9:86:3F:87:0F,ITS8248WK-MX,192.168.116.188,its8248wk-mx.local,192.168.116.188,Match,No Match,00:3e:e1:cb:5d:32,#VALUE!,#VALUE!
38:C9:86:3F:85:66,ITS8249WK-MX,192.168.116.189,its8249wk-mx.local,192.168.116.189,Match,No Match,00:3e:e1:cb:4b:15,#VALUE!,#VALUE!
38:C9:86:3F:86:E2,ITS8250WK-MX,192.168.116.190,its8250wk-mx.local,192.168.116.190,Match,No Match,68:5b:35:b3:eb:dc,#VALUE!,#VALUE!
38:C9:86:3F:86:90,W10-LGACLRM-SPR,192.168.116.191,its8251wk-mx.local,192.168.116.191,Match,No Match,ac:87:a3:17:76:21,#VALUE!,#VALUE!
38:C9:86:42:18:0A,ITS8252WK-MX,192.168.116.192,its8252wk-mx.local,192.168.116.192,Match,No Match,68:5b:35:d3:00:e2,#VALUE!,#VALUE!
38:C9:86:42:1C:35,W10-LGACLRM-SPR,192.168.116.193,its8253wk-mx.local,192.168.116.193,Match,No Match,88:63:DF:8A:AA:E3,#VALUE!,#VALUE!
38:C9:86:3F:89:C1,ITS8254WK-MX,192.168.116.194,its8254wk-mx.local,192.168.116.194,Match,No Match,68:5b:35:d5:58:af-AC:7F:3E:F3:6C:A9,68:5b:35:d5:58:af,#VALUE!
00:3E:E1:C5:72:7B,lga-vidpro-01,192.168.116.195,lga-vidroom-pro1.sts.its.nyu.edu,192.168.116.195,Match,No Match,f4:5c:89:b6:f9:d7,#VALUE!,#VALUE!
00:3E:E1:C5:74:56,lga-vidpro-02,192.168.116.196,lga-vidpro-02.local,192.168.116.196,Match,No Match,60:03:08:97:fc:c6,#VALUE!,#VALUE!
18:66:DA:15:FA:EE,ITS8310WK-W10,192.168.116.212,ITS8310WK-W10,192.168.116.212,Match,Match,68:5b:35:7f:55:22,#VALUE!,#VALUE!
18:66:DA:11:9E:B0,ITS8309WK-W10,192.168.116.213,ITS8309WK-W10,192.168.116.213,Match,Match,06:29:CC:85:0E:EE-06:95:F7:43:A6:7C,06:29:CC:85:0E:EE,#VALUE!
18:66:DA:11:DB:E1,ITS8307WK-W10,192.168.116.214,ITS8307WK-W10,192.168.116.214,Match,Match,68:5b:35:d3:31:b2,#VALUE!,#VALUE!
18:66:DA:15:FA:2C,ITS8308WK-W10,192.168.116.215,ITS8308WK-W10,192.168.116.215,Match,Match,34:17:EB:A4:F4:22,#VALUE!,#VALUE!
18:66:DA:15:F8:7D,ITS8311WK-W10,192.168.116.216,ITS8311WK-W10,192.168.116.216,Match,Match,68:5b:35:d3:36:89,#VALUE!,#VALUE!
18:66:DA:11:9E:64,ITS8312WK-W10,192.168.116.217,ITS8312WK-W10,192.168.116.217,Match,Match,68:5b:35:d3:03:82,#VALUE!,#VALUE!
18:66:DA:15:FE:E3,ITS8313WK-W10,192.168.116.218,ITS8313WK-W10,192.168.116.218,Match,Match,38:c9:86:3f:89:85,#VALUE!,#VALUE!
18:66:DA:11:DC:10,ITS8314WK-W10,192.168.116.219,ITS8314WK-W10,192.168.116.219,Match,Match,38:c9:86:3f:86:6b,#VALUE!,#VALUE!
64:00:6A:92:DA:0D,ITS8315WK-W10,192.168.116.220,ITS8315WK-W10,192.168.116.220,Match,Match,38:c9:86:42:17:3f,#VALUE!,#VALUE!
18:66:DA:15:FD:F4,ITS8316WK-W10,192.168.116.227,ITS8316WK-W10,192.168.116.227,Match,Match,38:c9:86:42:17:bb,#VALUE!,#VALUE!
18:66:DA:11:D1:A5,ITS8317WK-W10,192.168.116.228,ITS8317WK-W10,192.168.116.228,Match,Match,38:c9:86:3f:88:b2,#VALUE!,#VALUE!
18:66:DA:15:F9:11,ITS8318WK-W10,192.168.116.229,ITS8318WK-W10,192.168.116.229,Match,Match,38:c9:86:3f:88:a5,#VALUE!,#VALUE!
18:66:DA:11:E6:07,ITS8319WK-W10,192.168.116.230,ITS8319WK-W10,192.168.116.230,Match,Match,38:c9:86:3f:89:06,#VALUE!,#VALUE!
18:66:DA:11:CE:CA,ITS8320WK-W10,192.168.116.231,ITS8320WK-W10,192.168.116.231,Match,Match,38:c9:86:3f:88:f1,#VALUE!,#VALUE!
18:66:DA:25:E9:F2,ITS8321WK-W10,192.168.116.232,ITS8321WK-W10,192.168.116.232,Match,Match,38:c9:86:3f:89:08,#VALUE!,#VALUE!
18:66:DA:0E:A4:F4,ITS8322WK-W10,192.168.116.233,ITS8322WK-W10,192.168.116.233,Match,Match,38:c9:86:42:18:34,#VALUE!,#VALUE!
18:66:DA:11:D1:3C,ITS8323WK-W10,192.168.116.234,ITS8323WK-W10,192.168.116.234,Match,Match,38:c9:86:3f:86:46,#VALUE!,#VALUE!
F4:5C:89:C3:7A:F7,LGA-Staff-UL-01,192.168.116.243,lga-staff-ul-01.local,172.17.4.138,No Match,No Match,90:B1:1C:A3:D6:E5,#VALUE!,#VALUE!
F4:5C:89:A7:C9:81,LGA-Staff-UL-02,192.168.116.244,lga-staff-ul-02.local,192.168.116.244,Match,No Match,38:c9:86:3d:2b:39,#VALUE!,#VALUE!
F4:5C:89:B6:F9:D7,LGA-Staff-LL-01,192.168.116.250,lga-staff-ll-01.local,172.30.41.159,No Match,No Match,38:c9:86:3d:2c:c7,#VALUE!,#VALUE!
34:17:EB:D8:6A:71,WINDOWS-AL1265B,192.168.118.11,WINDOWS-D391CS9,192.168.118.11,Match,No Match,90:B1:1C:A3:D7:00,#VALUE!,#VALUE!
34:17:EB:D8:6B:FF,WINDOWS-SOGASIB,192.168.118.19,WINDOWS-LPK3I63,192.168.118.19,Match,No Match,90:B1:1C:A3:D2:20,#VALUE!,#VALUE!
34:17:EB:D8:6B:21,WINDOWS-UAFU3M7,192.168.118.20,WINDOWS-67CSE3U,192.168.118.20,Match,No Match,00:3e:e1:c5:30:7c,#VALUE!,#VALUE!
34:17:EB:D8:6E:CF,WINDOWS-LN3AGUN,192.168.118.22,WINDOWS-AJDE70U,192.168.118.22,Match,No Match,38:c9:86:41:dd:c9,#VALUE!,#VALUE!
34:17:EB:D8:27:46,WINDOWS-246N27R,192.168.118.23,WINDOWS-VH7SC31,192.168.118.23,Match,No Match,38:c9:86:3f:85:b7,#VALUE!,#VALUE!
34:17:EB:D8:6D:EF,WINDOWS-8OJM733,192.168.118.24,WINDOWS-KT07T9V,192.168.118.24,Match,No Match,38:c9:86:42:17:89,#VALUE!,#VALUE!
34:17:EB:D7:A8:DE,WINDOWS-N81QHUD,192.168.118.25,WINDOWS-J6J3GC3,192.168.118.25,Match,No Match,38:c9:86:3f:85:b4,#VALUE!,#VALUE!
34:17:EB:D8:28:A1,WINDOWS-C2GFPS8,192.168.118.26,WINDOWS-PCLIULD,192.168.118.26,Match,No Match,38:c9:86:3f:85:38,#VALUE!,#VALUE!
34:17:EB:D8:6E:8A,WINDOWS-15ITQ31,192.168.118.27,WINDOWS-KSUFE7M,192.168.118.27,Match,No Match,38:c9:86:42:1a:5e,#VALUE!,#VALUE!
34:17:EB:D8:31:27,WINDOWS-COBI0DI,192.168.118.28,WINDOWS-6FNVG44,192.168.118.28,Match,No Match,38:c9:86:41:dd:db,#VALUE!,#VALUE!
34:17:EB:D7:AD:11,WINDOWS-0U8PQKU,192.168.118.29,WINDOWS-JLN48TJ,192.168.118.29,Match,No Match,38:c9:86:3f:87:df,#VALUE!,#VALUE!
34:17:EB:D8:72:E2,WINDOWS-L4MLLRE,192.168.118.30,WINDOWS-0QUK2FI,192.168.118.30,Match,No Match,38:c9:86:3f:85:f1,#VALUE!,#VALUE!
34:17:EB:D8:24:06,WINDOWS-7N2DPT9,192.168.118.32,WINDOWS-JG73J2N,192.168.118.32,Match,No Match,38:c9:86:3f:88:92,#VALUE!,#VALUE!
34:17:EB:D8:28:AB,WINDOWS-1J8NPLI,192.168.118.34,WINDOWS-ALH0CSB,192.168.118.34,Match,No Match,38:c9:86:3f:85:43,#VALUE!,#VALUE!
34:17:EB:D8:28:69,WINDOWS-R6TA6EL,192.168.118.35,WINDOWS-9HLCJ1S,192.168.118.35,Match,No Match,38:c9:86:42:1a:86,#VALUE!,#VALUE!
34:17:EB:D7:A9:3F,WINDOWS-LDISDCO,192.168.118.36,WINDOWS-TBK19TE,192.168.118.36,Match,No Match,38:c9:86:3f:85:7a,#VALUE!,#VALUE!
34:17:EB:D8:6B:A7,WINDOWS-C3GCBTT,192.168.118.37,WINDOWS-K9K2FAH,192.168.118.37,Match,No Match,38:c9:86:3f:85:34,#VALUE!,#VALUE!
34:17:EB:D8:6D:88,WINDOWS-DCB4OV8,192.168.118.38,WINDOWS-57LRUNC,192.168.118.38,Match,No Match,38:c9:86:3f:85:80,#VALUE!,#VALUE!
34:17:EB:D8:27:04,WINDOWS-A792LCB,192.168.118.39,WINDOWS-I3BMST5,192.168.118.39,Match,No Match,38:c9:86:3c:a8:23,#VALUE!,#VALUE!
34:17:EB:D8:72:D5,WINDOWS-DLR5218,192.168.118.40,WINDOWS-U12KCI1,192.168.118.40,Match,No Match,38:c9:86:3f:89:21,#VALUE!,#VALUE!
